reas_group,reas_desc,state,category1,spare4
Houston|BL1 Reasons|Stretch Wrapper 2,Post Arm Pneumatic Fault,DOWNTIME,Process Failure,5428
Houston|BL1 Reasons|Stretch Wrapper 2,Alarm Lock-Up,DOWNTIME,Process Failure,5429
Houston|BL1 Reasons|Stretch Wrapper 2,Load too Small,DOWNTIME,Process Failure,5430
Houston|BL1 Reasons|Stretch Wrapper 2,Load is too Low,DOWNTIME,Process Failure,5431
Houston|BL1 Reasons|Stretch Wrapper 2,Future Fault 5432,DOWNTIME,Process Failure,5432
Houston|BL1 Reasons|Stretch Wrapper 2,Future Fault 5433,DOWNTIME,Process Failure,5433
Houston|BL1 Reasons|Stretch Wrapper 2,Future Fault 5434,DOWNTIME,Process Failure,5434
Houston|BL1 Reasons|Stretch Wrapper 2,Future Fault 5435,DOWNTIME,Process Failure,5435
Houston|BL1 Reasons|Stretch Wrapper 2,Future Fault 5436,DOWNTIME,Process Failure,5436
Houston|BL1 Reasons|Stretch Wrapper 2,Future Fault 5437,DOWNTIME,Process Failure,5437
Houston|BL1 Reasons|Stretch Wrapper 2,Future Fault 5438,DOWNTIME,Process Failure,5438
Houston|BL1 Reasons|Stretch Wrapper 2,Future Fault 5439,DOWNTIME,Process Failure,5439
Houston|BL1 Reasons|Full Case Convey 1,Fault Learning,DOWNTIME,Process Failure,5500
Houston|BL1 Reasons|Full Case Convey 1,Machine Aborted,DOWNTIME,Process Failure,5501
Houston|BL1 Reasons|Full Case Convey 1,Emergency Stop,DOWNTIME,Process Failure,5502
Houston|BL1 Reasons|Full Case Convey 1,Machine Held,DOWNTIME,Process Failure,5503
Houston|BL1 Reasons|Full Case Convey 1,Machine Stopped,DOWNTIME,Process Failure,5504
Houston|BL1 Reasons|Full Case Convey 1,Machine Idle,DOWNTIME,Process Failure,5505
Houston|BL1 Reasons|Full Case Convey 1,Machine Suspended,DOWNTIME,Process Failure,5506
Houston|BL1 Reasons|Full Case Convey 1,Not In Auto,DOWNTIME,Process Failure,5507
Houston|BL1 Reasons|Full Case Convey 1,Guard Doors/Safeties,DOWNTIME,Process Failure,5508
Houston|BL1 Reasons|Full Case Convey 1,Invalid PackML State,DOWNTIME,Process Failure,5509
Houston|BL1 Reasons|Full Case Convey 1,Communication Fault,DOWNTIME,Process Failure,5510
Houston|BL1 Reasons|Full Case Convey 1|Full Case Convey 1 Infeed,Infeed Starved,DOWNTIME,Process Failure,5512
Houston|BL1 Reasons|Full Case Convey 1|Full Case Convey 1 Sec Infeed,Infeed Starved,DOWNTIME,Process Failure,5513
Houston|BL1 Reasons|Full Case Convey 1|Full Case Convey 1 Disch,Discharge Backup,DOWNTIME,Process Failure,5514
Houston|BL1 Reasons|Full Case Convey 1|Full Case Convey 1 Sec Disch,Discharge Backup,DOWNTIME,Process Failure,5515
Houston|BL1 Reasons|Full Case Convey 1|Full Case Convey 1 Disch,Discharge Stopped,DOWNTIME,Process Failure,5516
Houston|BL1 Reasons|Full Case Convey 1|Full Case Convey 1 Sec Disch,Discharge Stopped,DOWNTIME,Process Failure,5517
Houston|BL1 Reasons|Full Case Convey 1|Full Case Convey 1 Infeed,Infeed Stopped,DOWNTIME,Process Failure,5518
Houston|BL1 Reasons|Full Case Convey 1|Full Case Convey 1 Sec Infeed,Infeed Stopped,DOWNTIME,Process Failure,5519
Houston|BL1 Reasons|Full Case Convey 1,CASE_REJECTER_L1_JAM,DOWNTIME,Process Failure,5520
Houston|BL1 Reasons|Full Case Convey 1,CASE_INFEED_STOP,DOWNTIME,Process Failure,5521
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5522,DOWNTIME,Process Failure,5522
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5523,DOWNTIME,Process Failure,5523
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5524,DOWNTIME,Process Failure,5524
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5525,DOWNTIME,Process Failure,5525
